tx_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
YJR003C_id001	9.40434	0	0	14.8574	14.1257	0	9.64943	0	0	6.9703	0	15.9031	13.124	20.3388	0	0	0	0	12.0842	9.70788	6.47611	0	0	0
YJR003C_id002	0	7.31053	17.6837	0	0	15.5934	0	8.24289	5.39607	0	10.2827	0	0	0	14.4372	25.7945	17.1498	23.424	0	0	0	4.32505	5.95578	6.87711
YIL155C_id001	130.535	64.3083	74.3957	77.1641	129.243	78.7918	106.23	0	76.6867	76.9621	0	100.772	119.742	45.487	78.849	85.104	94.9452	52.4854	60.5354	78.603	95.0548	75.7698	88.017	77.3403
YJR005W_id004	0	0	0	0	28.8942	22.5967	24.4077	22.557	23.6221	23.4039	0	28.8609	0	0	0	44.2942	40.2678	32.0412	27.0732	33.0334	20.2302	26.9383	22.0568	0
YOL140W_id001	0	0	0	0	0	0	0	0	0	0	1.43081	0	0	0	1.27032	1.42997	0	3.12032	0	0	0	1.62002	3.19237	0
YJR006W_id001	53.4378	36.2267	0	5.30534	0	46.4064	59.2816	38.4672	57.3737	0	0	51.3615	0	0	0	47.4147	17.214	0	0	25.9901	20.2117	6.90473	0	0
YMR014W_id003	12.1403	11.2087	19.4073	12.6276	22.5684	24.695	12.4172	33.2795	0	0	29.5167	0	27.3738	0	41.2294	57.3477	30.3954	43.3328	0	20.7128	0	21.1137	20.9196	15.9459
YDL040C_id002	0	0	0	0	0	0	0	0	0	0	0	0	38.672	0	0	0	0	0	0	0	0	0	0	0
YJR007W_id002	116.955	98.3529	107.775	0	127.365	131.892	114.662	102.648	120.023	128.327	63.0418	174.787	137.612	130.67	47.9496	121.609	210.451	140.774	192.377	123.114	112.533	0	89.3913	99.5176
YMR225C_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR012W_mRNA	60.907	0	36.5757	0	33.9767	0	22.4267	20.7262	19.7974	0	0	0	11.7714	0	60.581	36.131	24.9532	35.4836	46.5518	0	0	31.3674	20.6906	23.9999
YJR007W_id001	61.3206	0	74.7312	134.389	72.19	24.2348	23.6286	66.1526	38.9938	0	89.6435	57.2996	0	40.9371	81.0722	88.5025	0	66.3544	0	0	0	168.394	0	48.1937
YJR008W_id001	0	30.261	45.1054	23.2925	40.4725	35.0746	22.4463	32.5982	41.896	35.03	34.6471	32.6439	43.7604	0	41.9428	58.5488	82.0607	49.1691	34.9369	51.9154	0	60.9384	0	60.0518
YBR023C_id003	0	0	19.378	0	0	2.77773	0	0	0	0	0	0	0	0	0	7.38751	0	0	9.32895	0	21.1215	0	0	0
YJR008W_id007	49.3046	0	0	0	0	0	0	0	0	0	0	0	0	27.6452	0	0	0	0	0	0	25.2531	0	50.3465	0
YJR010C-A_id002	28.076	13.9894	0	8.91825	18.0353	15.7232	15.5624	16.9434	14.4842	15.9652	15.3245	17.9905	10.6756	18.9154	11.5751	13.4619	17.4079	15.7802	18.1532	19.6904	0	15.9543	7.27303	19.6379
YNL295W_id006	0	0	0	15.3345	0	0	0	0	0	14.6626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YNL067W-A_id001	0	0	0	0	4.45294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32722	0	0	0	0
YJR010W_id001	0	0	53.0458	0	0	0	0	0	0	0	0	65.6595	0	0	9.35211	0	0	0	0	0	0	0	0	0
YJR010W_id004	53.0046	39.1472	0	33.0963	38.7522	42.9302	32.8235	52.5733	55.3688	59.4045	70.8326	0	8.03097	0	0	11.386	7.63586	0	0	0	0	0	10.2171	10.9444
YPR149W_id001	0	0	14.4131	10.6097	0	0	51.1458	12.8587	40.6988	11.3842	0	0	0	48.3647	12.6269	12.1036	30.8473	12.2273	12.4901	0	0	35.8011	11.8455	0
YOR174W_id001	53.1421	37.17	54.747	25.0056	51.2242	70.2639	52.5426	38.512	43.8376	53.9804	56.7717	46.5969	53.2553	40.3134	23.6987	54.4872	38.3026	45.9836	45.1205	37.3335	27.2186	27.1829	23.741	38.778
YJR011C_id002	33.2958	5.96683	29.6546	0	4.52989	32.6547	27.2352	6.28237	10.5941	17.3937	6.929	21.3198	11.9748	8.47166	15.4194	0	19.4873	13.9091	11.3585	0	6.57784	0	7.72936	6.16766
YER148W_id001	0	19.068	13.3961	0	12.8049	0	0	0	28.1616	31.1484	23.872	25.5188	22.8263	8.37809	0	61.0468	17.1839	18.6144	21.1973	0	0	46.0617	0	7.09273
YHR019C_id004	295.625	242.052	391.267	200.389	219.325	216.081	363.033	205.42	272.466	332.369	351.855	287.203	156.976	220.521	244.454	225.009	164.061	304.8	280.101	154.262	189.041	238.214	181.873	149.77
YNL055C_id001	6.80567	5.47753	7.259	0	0	6.35355	0	0	0	0	16.2391	5.49291	0	7.66321	0	6.87187	0	34.6222	45.7174	3.1567	8.27503	6.74338	0	18.3374
YJR061W_mRNA	6.073	6.6462	9.3602	0.796994	6.84968	1.0064	2.16175	2.38731	5.6567	3.31137	2.26073	6.55814	0	7.65032	3.10598	12.3544	1.14199	7.11258	4.59144	1.47262	1.05472	8.2843	0.672878	5.77478
YMR153W_id001	22.9328	0	0	0	0	0	18.4429	13.5841	8.41041	0	22.3804	0	0	4.90564	0	0	12.0566	0	0	9.57344	0	0	0	7.21164
YJR012C_mRNA	47.1019	0	42.6893	65.175	110.562	68.3103	38.7841	27.2325	69.8867	0	110.398	0	0	53.8178	0	86.0231	0	0	0	45.9624	59.4428	113.211	117.974	0
YOR032W-A_id001	1.1967	0.942314	3.42625	1.00571	1.37701	7.22575	13.9953	0	3.51752	3.65097	8.31705	7.4987	5.14214	2.78148	1.12774	0	6.48259	4.0454	3.89401	2.57943	0	9.0989	2.66829	6.73967
YJR014W_id001	0	0	61.4498	34.0668	10.9364	39.5226	0	0	13.1255	40.0982	11.0839	0	29.585	26.0357	13.0047	90.7517	60.4484	10.4006	49.3067	0	0	0	38.9625	121.784
YJR015W_id001	0	0	0	5.18008	6.53409	9.68476	0	0	0	22.08	0	0	55.4636	9.90182	26.2426	0	30.5286	86.4566	0	11.9022	76.1168	0	0	0
YJR016C_id001	345.432	149.487	155.282	0	211.84	308.817	0	227.26	284.153	220.665	374.497	20.0792	426.158	127.247	414.856	415.524	138.887	397.912	301.748	347.37	406.575	350.913	446.426	184.509
YOR294W_id001	30.8224	24.2721	26.9052	5.42828	0	25.5132	28.9393	51.9535	40.263	0	0	83.4858	84.8574	0	0	44.7828	70.6682	57.5095	11.7064	0	13.8309	45.7728	64.1821	41.6612
YLR184W_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL079W_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.48	0	0	0	0	0	0	0	0	0
YGL006W_id001	70.6849	54.9544	71.7564	39.3295	67.6187	72.2586	56.9935	43.4544	46.4257	61.7898	68.7653	81.9412	59.3311	37.2167	36.7962	60.1935	75.5686	38.6735	38.4404	50.7968	33.2969	53.6802	44.453	57.9417
YBL013W_mRNA	4.1794	1.57856	0	11.1784	7.45206	1.91283	0	7.11109	0	1.9104	4.15896	4.78834	4.03871	1.86093	3.87378	6.19821	4.28068	2.03423	0	0	3.85313	3.84807	1.80075	4.00347
YJR019C_id001	63.2335	58.1045	0	49.6907	0	77.5199	76.3661	0	0	73.389	101.745	0	52.0038	45.1732	72.9203	0	47.9252	0	0	43.459	94.552	26.1923	85.8215	0
YOL147C_id004	0	0	47.141	0	0	52.928	66.5337	51.6506	0	0	0	74.1493	0	0	0	0	0	0	0	33.9477	66.6351	0	0	0
YGL243W_id001	0	0	0	10.8266	0	0	0	0	0	24.658	0	33.7014	0	0	0	21.333	0	21.0069	0	0	0	0	0	0
YJR020W_id001	10.2642	0	13.7426	6.62755	10.8514	4.10901	19.5316	7.3039	4.32836	11.1599	4.01004	4.83823	8.83231	3.81968	12.5796	5.61721	6.03054	12.1559	0	4.25581	0	18.6837	5.53037	0
YKL177W_id001	9.66877	0	11.9386	0	9.6532	0	0	0	5.54456	0	0	0	0	0	0	0	0	0	0	0	0	5.73184	0	0
YJR021C_id001	82.5706	23.2128	19.5985	30.6733	0	48.2884	51.0548	66.343	24.5208	62.9049	0	49.7756	66.4927	0	57.3579	61.2277	65.778	0	0	0	54.979	48.5714	0	0
YFL045C_id001	0	0	0	98.8647	0	0	0	0	20.8251	28.1391	0	67.1132	0	24.0103	44.3963	0	0	0	0	22.1664	0	0	146.927	71.6894
YJR022W_mRNA	162.978	126.195	70.2748	92.3754	88.1592	157.962	182.807	100.524	68.9303	155.668	166.078	149.207	0	0	92.4515	123.361	160.776	24.2921	116.137	0	29.2783	0	43.0005	132.026
YDR385W_id002	0	0	354.729	0	0	0	0	684.4	391.362	756.444	0	0	890.217	155.82	592.251	0	0	109.706	1157.61	879.283	1296.3	138.506	967.677	403.532
YJR023C_mRNA	58.7359	52.6747	38.6246	39.2305	26.8658	73.2026	36.8034	25.3243	112.684	38.1658	17.1088	25.1339	25.4014	35.1128	0	0	36.4767	0	14.157	47.4856	57.282	60.5059	0	21.0951
YJR024C_id001	93.3205	0	0	62.4001	0	104.405	117.721	0	0	94.7926	89.381	156.835	86.8393	0	73.6288	0	0	0	0	93.6567	105.154	0	68.4915	88.5252
YJR026W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKR048C_id004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR030C_mRNA	24.1177	9.86838	15.4217	12.7669	19.6149	13.7978	14.8007	9.40395	10.7433	15.6176	9.99502	15.8604	11.6529	15.2132	15.8227	19.8708	14.4096	20.5429	23.0369	14.5228	5.55874	5.55144	9.52386	7.91945
YIL029C_id002	75.405	28.482	38.9347	0	45.8344	53.0899	0	51.804	31.1648	0	43.8672	51.5036	16.8175	0	0	40.4745	0	36.6956	0	0	10.695	26.738	10.4259	0
YJR031C_id001	10.4794	6.83666	9.59442	7.00718	10.6259	11.3365	11.839	9.32038	14.0042	12.6285	7.58039	11.277	0	10.1805	8.38249	10.8318	8.78183	0	10.4647	0	6.58725	6.14003	8.61842	8.44628
YNR008W_id002	30.9279	0	26.7547	0	36.8321	36.5515	27.5804	0	0	0	40.3746	27.121	28.698	28.4028	27.7504	33.7147	44.0857	23.5211	34.1578	20.1798	28.9402	29.366	22.3625	27.6108
YJR032W_id002	0	14.7557	13.6259	0	24.7584	0	13.0773	0	28.4769	12.9873	0	0	27.4102	21.3327	11.5131	42.1368	21.8258	25.9296	18.6582	11.2277	16.3715	19.62	0	22.7412
YJR135W-A_id001	0	0	0	9.39846	0	0	0	0	0	22.895	0	0	0	0	0	0	0	0	0	0	28.1972	0	0	0
YNL034W_mRNA	0	4.74859	0	0	0	2.3297	1.16021	1.60436	3.36223	4.86065	2.50095	2.48038	0	1.3071	0	0	0	0	0	1.13559	1.74402	0	2.16642	2.94545
YKL050C_mRNA	1.58615	2.99544	3.04271	3.71209	2.94859	2.17784	5.11034	1.34939	2.82621	2.17508	3.15523	4.69391	6.13102	2.82501	2.93819	4.70463	2.43688	8.49224	2.27259	0.716337	5.11813	3.65101	3.41648	3.90628
YJR032W_id001	25.3093	0	0	18.0517	0	21.6227	0	25.8378	0	0	30.2079	21.6373	8.1961	5.27414	0	0	0	0	0	0	0	0	10.1761	0
YGR045C_id001	0	3.59171	0	0	0	0	0	0	0	0	7.23921	0	0	0	5.1679	3.93015	0	0	0	4.33177	0	0	0	0
YMR274C_id001	0	0	0	0	0	0	0	0	0	0	4.22633	14.8296	0	0	0	0	0	3.71306	7.58045	0	0	0	0	0
YLR072W_id003	67.6812	38.2116	53.1585	0	57.6084	20.1886	67.7569	42.4371	53.7931	52.3082	50.559	57.0265	50.989	0	24.2277	40.737	0	26.5238	29.567	35.8335	0	0	29.2792	0
YJR035W_mRNA	14.6112	10.0339	9.55524	5.77317	11.7289	13.3745	8.55913	13.5602	14.7923	10.3217	11.2298	14.4131	7.05969	5.91439	6.76647	9.84954	19.727	8.40472	4.44067	5.39896	7.34759	9.17243	5.72214	8.50525
YPL170W_id001	186.17	140.633	31.1256	93.364	90.3055	196.63	136.772	112.694	159.481	102.165	135.316	120.076	0	20.6065	0	127.43	0	118.496	32.48	102.048	0	65.2279	67.0562	134.134
YJR037W_mRNA	20.8458	0	0	10.0508	96.8361	0	0	0	13.2821	0	29.6568	14.7064	15.2395	0	53.165	29.48	18.8123	14.5129	13.2275	13.4406	0	0	25.6445	0
YJR039W_mRNA	23.0806	15.9821	22.7527	12.4322	20.2612	21.127	18.8857	14.7265	13.1372	16.4112	24.2318	18.973	14.8691	9.70597	14.2515	13.3114	13.1333	13.7304	14.0851	9.84457	12.4126	19.4799	10.4953	13.8946
YJR040W_id001	49.1177	0	0	24.4831	0	30.2461	28.7728	0	29.438	32.6569	36.4181	36.9994	25.0267	23.8585	0	0	22.8673	0	19.6196	17.7461	17.29	0	0	24.6328
YER163C_id001	0	0	0	0	112.289	0	0	0	86.6277	0	167.049	0	111.047	60.3512	0	0	0	0	0	98.4731	0	0	0	0
YJR041C_id001	9.07553	2.14239	10.3369	5.6892	5.79945	7.78817	4.6993	9.65105	7.07475	6.74117	3.38502	12.3096	6.57753	13.1332	7.35506	14.0202	9.29547	19.8779	10.836	5.12337	3.66058	3.65578	2.44353	6.70523
YPR045C_id003	52.3185	22.5914	47.3326	31.9958	34.747	0	0	0	37.6087	25.9734	16.5243	0	31.79	35.9722	31.8544	39.9185	55.177	30.2776	0	16.2399	17.905	0	28.3627	42.7182
YBR201C-A_id005	47.581	13.842	0	0	0	61.4724	78.7187	51.2307	0	55.3436	0	34.4263	0	0	25.5524	0	0	9.45206	0	0	0	0	5.69952	35.0766
YJR042W_id002	0	0	31.4984	21.9587	0	0	30.23	21.7294	26.819	30.8559	0	0	24.6823	0	0	45.9969	43.9132	0	39.21	0	0	0	32.2238	38.6408
YNL334C_mRNA	0	0	50.3045	44.6337	0	0	0	0	20.0624	65.382	21.3402	75.2519	0	10.6148	14.6366	14.142	17.0921	11.6034	0	10.7664	21.9785	0	20.5396	23.4843
YOR272W_id003	26.5603	4.50818	33.1862	0	0	16.6514	0	31.9945	38.8662	15.0352	21.3214	28.1947	37.796	48.2272	0	0	0	38.7644	84.7779	25.8167	47.1544	29.0865	14.9362	31.1202
YJR045C_id001	305.029	209.084	324.173	180.04	280.019	286.106	285.122	236.271	289.365	265.086	318.371	380.759	423.037	340.383	372.332	393.729	462.846	427.986	347.113	367.353	334.162	376.197	313.908	438.669
YMR110C_id001	75.8965	60.2475	0	0	72.9359	73.0052	79.3383	0	0	0	0	74.8673	0	54.9867	40.5093	0	75.1008	52.5939	43.0056	85.9816	0	60.4046	50.9827	0
YJR046W_id001	27.1562	15.1624	39.6365	21.3163	30.7285	15.1308	22.8244	20.0892	12.6227	15.1115	27.0102	41.9289	26.2421	34.6977	20.7779	33.8532	31.4423	25.286	29.3226	14.9305	28.3018	19.5679	32.5526	16.2836
YLR252W_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4274	0	0	0	0	14.1051	0
YNL267W_id001	0	0	0	0	0	0	26.1055	0	0	0	0	0	26.7957	0	0	0	0	0	0	0	0	0	0	0
YLR324W_id001	5.81701	0	21.7199	22.0432	0	0	5.40628	12.6803	4.46079	20.9403	23.8882	10.993	0	18.9746	0	0	3.97033	0	0	8.30123	0	4.07137	14.1505	0
YMR221C_id001	51.0123	0	31.7374	28.5787	0	0	39.3435	44.5707	0	32.7707	0	57.1206	0	0	34.4781	34.078	0	0	0	24.9062	25.4216	29.1965	0	43.4613
YJR047C_id004	0	0	0	67.0325	0	0	0	150.221	0	0	191.098	150.776	0	208.922	0	151.094	0	190.661	0	0	0	0	0	113.121
YJR129C_id002	14.007	0	0	7.3168	13.0193	9.6161	11.2822	17.8743	0	3.20129	8.70731	8.63567	8.45971	0	0	17.3108	0	0	0	12.6517	17.7561	0	9.05112	0
YKL164C_id001	22.4664	17.0513	8.55953	0	7.96741	0	0	0	7.73754	0	0	8.42214	0	21.699	0	8.48341	0	23.8446	0	7.97821	8.29779	22.361	0	0
YJR047C_id001	122.412	81.1472	188.689	0	73.1426	96.0464	84.3677	0	66.2109	142.327	0	0	177.695	0	193.024	0	183.766	0	221.317	189.328	202.118	136.858	177.048	85.8172
YNCO0021C_tRNA	0	0	0	0	0	0	307.442	0	0	0	0	0	653.664	0	0	0	338.438	0	0	595.554	0	0	0	0
YDR188W_id006	208.512	142.701	194.147	107.374	177.42	225.562	195.331	170.537	185.56	183.26	202.299	219.927	222.06	183.116	201.291	213.662	165.256	187.523	187.914	180.18	245.212	169.262	207.254	181.097
YJR048W_id001	56.8728	14.3777	8.81899	0	39.6161	0	35.9864	9.88723	24.9869	22.7448	0	31.5573	0	16.0317	23.2352	24.1031	0	6.63414	0	15.6199	26.1695	29.5139	42.8754	0
YGL182C_mRNA	0	0	0	0	0	0	24.8117	0	24.0132	0	0	0	0	0	0	0	27.6069	26.2383	25.7458	0	0	0	0	0
YMR284W_id001	20.4208	11.1404	17.4096	0	29.5245	22.8453	21.93	24.1276	0	18.6678	18.0535	24.6193	10.9625	0	11.558	12.3378	0	0	13.0032	16.3948	8.36704	0	0	0
YGR150C_id001	9.65916	6.96709	15.6807	3.82736	3.95914	9.9217	12.7364	11.5308	7.4012	9.47648	7.50891	21.128	6.39539	12.1934	8.44315	10.4935	8.12982	16.2966	15.1811	12.2409	5.86836	7.45576	7.30599	10.9978
YNL068C_id001	14.7601	2.95631	2.6918	5.33917	5.32696	3.54619	2.894	4.23505	2.77943	2.47493	9.06956	10.3783	0	17.7162	0	20.3036	0	5.26679	2.59912	0	2.20561	4.28352	0	17.0689
YDR312W_id001	0	10.5245	20.6079	2.87338	0	0	11.8632	0	0	14.3998	0	15.5392	0	18.3269	13.2657	0	19.7221	23.1361	21.8822	0	11.8857	0	14.8062	0
YOR015W_id001	0	0	0	0	0	0	43.6504	0	0	0	45.6186	0	0	36.6775	0	44.9229	46.9699	0	0	0	0	0	0	0
YCR002C_id001	16.1804	4.52291	17.2559	0	5.59762	0	6.4364	5.07868	40.7219	14.871	0	16.1154	0	0	0	0	0	0	5.94109	15.1015	0	0	5.45271	0
YJR050W_id004	0	0	22.8265	0	0	51.2491	0	5.67147	0	0	0	67.7807	0	36.2608	34.0993	0	0	0	0	0	0	19.0161	28.5043	35.0978
YJR034W_id003	61	30.7196	48.7568	40.7885	99.2225	74.4494	93.5873	56.2192	40.7589	32.5302	70.784	75.216	98.2445	63.3757	65.9148	65.3361	83.3045	54.4325	63.1218	41.3233	46.865	65.5249	48.1767	70.1063
YOR192C-C_mRNA	519.928	293.054	674.276	258.036	597.838	589.116	740.389	218.888	451.295	353.078	528.218	259.799	634.247	343.659	119.139	127.189	790.506	250.454	491.469	697.152	0	473.787	110.827	633.577
YJR044C_id001	163.816	141.856	229.937	66.7912	155.978	168.237	205.967	176.753	192.219	211.855	186.779	153.711	92.6642	120.975	103.618	118.51	180.063	112.794	91.5946	119.094	88.4062	106.684	110.158	157.439
YJR052W_id003	27.8874	31.5992	37.6906	23.7329	0	29.008	33.8393	36.6654	45.1727	31.2888	36.563	30.0101	23.2739	0	11.7406	21.3057	0	17.2755	0	16.0294	7.01191	10.5041	15.29	0
YOL117W_mRNA	10.6515	3.57607	7.94609	10.2877	11.0005	7.58332	13.0734	16.1095	7.38071	9.73758	18.8342	18.6792	8.00565	12.6473	9.86547	4.68048	18.1828	5.76044	9.0437	12.8279	12.0022	15.2555	9.17713	16.3221
YOR014W_id001	0	0	0	0	0	0	0	0	0	0	31.288	0	0	0	0	0	61.0437	0	0	0	0	0	0	41.1819
YJR055W_id008	11.531	6.53291	0	2.72571	18.7563	7.91629	8.03092	7.35736	7.70478	0	11.469	11.3747	0	7.70151	0	0	9.15381	2.80624	2.75357	5.20765	0	0	2.48372	5.67961
YLR298C_id001	62.0477	31.356	53.5764	39.3253	39.703	42.8678	53.9314	32.5677	43.4159	32.3061	40.8513	51.8595	24.6724	33.213	28.9113	33.5814	57.6543	30.1987	0	32.4941	0	19.6644	15.5703	0
YJR059W_id001	73.7758	51.9732	64.4015	49.8855	86.2947	62.2201	94.6203	59.2374	63.5117	0	70.0812	69.5046	80.905	64.2229	75.2414	86.0548	111.223	73.4315	79.1793	71.8786	57.3173	93.1137	59.2786	103.707
YMR035W_id002	0	0	22.7703	0	0	32.1962	0	0	38.7908	28.4757	0	0	47.7484	0	0	0	36.1514	0	0	0	35.7948	0	24.3282	48.6635
YNCC0009C_tRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR060W_id003	24.371	34.3201	47.3122	26.0394	43.4357	40.3993	0	43.0685	0	42.7213	40.4329	37.8401	41.9238	26.788	40.8778	43.6358	74.4544	29.8775	47.1166	0	55.0504	44.2216	24.0162	39.641
YJR060W_id001	27.3094	0	0	0	0	0	50.8726	0	41.9024	0	33.5458	15.5989	7.47465	20.7607	0	0	0	8.41961	0	41.4206	0	0	4.58554	0
YJR151W-A_mRNA	0	0	741.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR062C_id001	0	0	0	6.34795	0	12.7018	14.259	4.25185	0	16.3363	18.558	11.9347	13.6001	0	0	0	9.689	17.8706	0	7.72269	4.7111	0	0	0
YGL066W_id001	0	0	0	0	0	0	0	35.4241	32.8813	25.0894	0	40.1413	31.0929	21.0688	0	0	39.7408	0	18.9828	0	0	20.0406	0	0
YJR062C_id003	57.8477	29.6313	27.6258	19.3747	24.7346	28.7987	14.6385	39.0634	36.0891	20.8937	11.1207	33.5911	0	18.1022	19.566	29.0301	28.6874	13.0391	23.5643	10.5776	15.2388	22.3337	9.72991	21.6867
YJR064W_id004	0	0	0	0	0	0	0	0	0	0	151.811	0	0	0	128.827	0	0	0	0	0	0	106.532	0	139.444
YJR065C_id002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR065C_id001	242.318	146.646	192.803	122.443	165.084	169.04	186.15	146.412	179.084	183.746	184.87	230.884	133.047	128.386	122.42	159.266	219.839	136.521	134.141	145.5	112.97	166.064	111.506	157.33
YJR068W_id001	0	56.7016	97.5898	54.1776	77.5644	0	74.6041	91.5491	86.7561	87.0567	85.1677	84.0225	62.7555	92.0197	50.6681	0	74.7079	0	65.2368	0	0	0	34.9142	51.8941
YLR139C_id002	19.9042	11.0789	15.0719	10.5073	28.2378	24.9319	0	14.2595	17.7327	12.4501	8.33564	20.6676	12.1479	14.9265	8.73252	13.4647	16.0946	21.4154	8.00512	9.46226	9.65808	13.5036	5.41548	0
YJR068W_id002	97.6275	0	0	0	0	118.186	0	0	0	0	0	0	0	0	0	67.7852	0	60.6821	0	39.3903	36.3763	59.2731	0	0
YDR228C_id002	0	0	33.2217	0	22.8475	0	27.77	0	0	0	27.7826	25.3497	20.5143	23.8798	0	0	30.8985	32.6296	0	0	0	0	0	27.5166
YJR070C_id002	84.7567	57.1313	0	71.54	70.2973	72.6062	91.6948	102.004	80.5267	82.6321	95.4058	87.3423	156.865	241.477	210.148	266.273	170.042	294.492	303.06	156.619	214.281	137.571	157.342	181.716
YOR097C_id001	61.6952	46.6046	59.175	8.98034	15.9807	0	54.088	32.4914	29.9305	61.7732	73.0518	72.4507	36.9067	42.4095	38.0949	21.2371	0	21.7038	0	54.8384	24.3767	0	32.9057	43.4114
YPR111W_id002	19.0796	11.8693	12.9178	7.50909	0	13.3554	0	2.86441	7.99912	14.3645	20.0933	11.0711	5.42277	7.99572	3.11852	9.98677	16.0934	0	7.41984	0	10.3472	8.26687	6.76885	5.52804
YJR072C_id001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR073C_id001	0	0	29.9995	51.5502	25.1639	0	0	66.2666	0	35.6047	0	0	109.255	33.3646	11.2992	41.9885	26.9558	41.6391	0	14.2697	46.1066	0	19.717	0
YJR074W_id001	138.881	83.3907	54.1906	38.811	110.461	88.0105	114.732	45.7745	98.3493	0	159.386	101.87	0	21.2852	0	41.1647	55.0351	62.4366	95.241	80.8452	0	0	85.4959	0
YBR020W_id001	3.87875	0	10.4722	6.53343	0	7.38912	0	0	7.11639	0	4.42181	5.73333	0	0	0	0	0	0	0	0	0	0	0	0
YJR077C_id005	361.632	269.725	282.971	194.065	284.334	309.616	312.358	244.345	269.118	258.164	333.238	283.282	211.746	253.885	207.506	217.467	200.354	193.936	218.65	160.416	217.927	127.857	159.572	207.048
YJR077C_id001	23.5354	7.49547	13.6888	7.78919	0	33.2046	24.1134	2.60547	20.4458	25.866	0	0	8.52154	0	20.5371	11.1647	0	24.4818	0	17.6755	16.2648	28.8569	0	0
YBR162C_id001	0	0	0	0	0	55.8386	0	0	0	0	0	0	0	0	125.704	0	165.52	162.686	0	0	0	0	0	0
YJR106W_id001	4.84518	9.28459	11.9788	2.77033	14.3023	1.59965	3.85857	11.3894	7.75481	11.3684	11.1063	10.056	9.13632	10.9454	9.35715	4.19042	1.48594	7.36289	9.28184	12.472	9.58814	8.02576	8.14586	16.2262
YJR078W_mRNA	16.1688	16.2853	18.9547	8.40896	15.0287	13.1558	28.1141	10.6986	16.0054	16.4239	17.8688	10.6331	5.2082	3.19973	0	5.32867	5.52023	1.74885	3.43205	4.86813	3.31258	4.96235	3.09572	3.53954
YJR079W_mRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR083C_id001	44.7403	26.4497	30.9766	0	23.6661	38.8854	35.8129	26.4779	36.3933	23.1182	26.6928	31.0559	15.4803	0	18.0168	32.695	26.4407	30.3388	31.5869	17.5701	0	23.2833	18.4357	40.8716
YNL262W_mRNA	8.40306	7.75828	8.0598	6.24314	8.67835	4.55812	10.0272	8.4726	7.48633	9.10466	8.35788	9.21013	6.61647	8.3146	7.20643	9.53887	8.28795	9.39187	6.83737	6.18444	4.59086	8.02346	5.09475	5.51857
YJR084W_id001	48.3662	28.1961	35.7736	0	0	29.6681	53.7804	0	37.5913	0	0	0	0	37.5753	0	0	33.244	0	0	29.3168	0	24.9725	29.3628	0
YJR085C_id002	887.694	751.615	857.551	410.623	679.169	868.282	1087.65	674.53	796.411	788.807	719.034	682.555	585.912	429.187	503.979	407.329	541.398	506.99	475.2	659.994	652.153	402.854	609.46	513.054
YJL093C_mRNA	61.2673	21.4878	54.5671	35.1148	41.6933	41.0598	46.3273	39.0915	31.1904	30.0055	45.7034	35.6143	31.7169	38.9715	32.4263	48.6759	63.8727	30.8855	28.2158	24.705	24.2076	42.3077	24.5081	43.1103
YJR086W_id001	196.871	226.289	169.192	65.366	35.4468	52.7334	227.626	150.383	178.606	195.532	66.9622	56.5607	76.9554	84.7712	106.519	56.1005	154.045	131.144	102.011	78.998	26.7616	157.308	64.5747	135.926
YJR088C_id002	81.1376	50.029	68.6757	0	60.2104	63.3915	54.8532	50.0146	54.9403	56.619	89.0432	61.4779	27.0384	66.3685	24.2988	81.3182	56.7218	46.678	52.1297	53.6435	27.3281	33.6061	44.1194	37.0208
YML028W_id001	18.3016	7.71657	13.9776	0	16.5703	15.7467	11.3217	19.7952	12.0702	0	10.5356	0	11.0532	0	4.70335	12.7305	0	0	0	9.7962	19.5854	10.8786	15.1397	22.2118
