transcript_id	protein_id	denovo_feature_id	best_hit_id	annotation_status
TRINITY_DN8420_c0_g1_i1	TRINITY_DN8420_c0_g1_i1.p1	TRINITY_DN8420_c0_g1_i1	YGL173C	homology_hit_with_go
TRINITY_DN8421_c0_g1_i1	TRINITY_DN8421_c0_g1_i1.p1	TRINITY_DN8421_c0_g1_i1	YLR054C	homology_hit_with_go
TRINITY_DN8422_c0_g1_i1	TRINITY_DN8422_c0_g1_i1.p1	TRINITY_DN8422_c0_g1_i1	YCL004W	homology_hit_with_go
TRINITY_DN8423_c0_g1_i1	TRINITY_DN8423_c0_g1_i1.p1	TRINITY_DN8423_c0_g1_i1	YGR125W	homology_hit_with_go
TRINITY_DN8424_c0_g1_i1	TRINITY_DN8424_c0_g1_i1.p1	TRINITY_DN8424_c0_g1_i1	YDR080W	homology_hit_with_go
TRINITY_DN8425_c0_g1_i1	TRINITY_DN8425_c0_g1_i1.p1	TRINITY_DN8425_c0_g1_i1	YPR108W	homology_hit_with_go
TRINITY_DN8426_c0_g1_i1	TRINITY_DN8426_c0_g1_i1.p1	TRINITY_DN8426_c0_g1_i1	YGR161W-C	homology_hit_with_go
TRINITY_DN8427_c0_g1_i1	TRINITY_DN8427_c0_g1_i1.p1	TRINITY_DN8427_c0_g1_i1	YPL105C	homology_hit_with_go
TRINITY_DN8428_c0_g1_i1	TRINITY_DN8428_c0_g1_i1.p1	TRINITY_DN8428_c0_g1_i1	YDL160C	homology_hit_with_go
TRINITY_DN8429_c0_g1_i1	TRINITY_DN8429_c0_g1_i1.p1	TRINITY_DN8429_c0_g1_i1	YIL121W	homology_hit_with_go
TRINITY_DN842_c0_g1_i1	TRINITY_DN842_c0_g1_i1.p1	TRINITY_DN842_c0_g1_i1	YJR131W	homology_hit_with_go
TRINITY_DN8430_c0_g1_i1	TRINITY_DN8430_c0_g1_i1.p1	TRINITY_DN8430_c0_g1_i1	YNL238W	homology_hit_with_go
TRINITY_DN8431_c0_g1_i1	TRINITY_DN8431_c0_g1_i1.p1	TRINITY_DN8431_c0_g1_i1	YEL058W	homology_hit_with_go
TRINITY_DN8432_c0_g1_i1	TRINITY_DN8432_c0_g1_i1.p1	TRINITY_DN8432_c0_g1_i1	YJL041W	homology_hit_with_go
TRINITY_DN8433_c0_g1_i1	TRINITY_DN8433_c0_g1_i1.p1	TRINITY_DN8433_c0_g1_i1	YFR034C	homology_hit_with_go
TRINITY_DN8434_c0_g1_i1	TRINITY_DN8434_c0_g1_i1.p1	TRINITY_DN8434_c0_g1_i1	YPL199C	homology_hit_with_go
TRINITY_DN8435_c0_g1_i1	TRINITY_DN8435_c0_g1_i1.p1	TRINITY_DN8435_c0_g1_i1	YGL122C	homology_hit_with_go
TRINITY_DN8436_c0_g1_i1	TRINITY_DN8436_c0_g1_i1.p1	TRINITY_DN8436_c0_g1_i1	YBR020W	homology_hit_with_go
TRINITY_DN8437_c0_g1_i1	TRINITY_DN8437_c0_g1_i1.p1	TRINITY_DN8437_c0_g1_i1	YOR330C	homology_hit_with_go
TRINITY_DN8438_c0_g1_i1	TRINITY_DN8438_c0_g1_i1.p1	TRINITY_DN8438_c0_g1_i1	YMR121C	homology_hit_with_go
TRINITY_DN8439_c0_g1_i1	TRINITY_DN8439_c0_g1_i1.p1	TRINITY_DN8439_c0_g1_i1	YPR035W	homology_hit_with_go
TRINITY_DN843_c0_g1_i1	TRINITY_DN843_c0_g1_i1.p1	TRINITY_DN843_c0_g1_i1	YKL219W	homology_hit_with_go
TRINITY_DN8440_c0_g1_i1	TRINITY_DN8440_c0_g1_i1.p1	TRINITY_DN8440_c0_g1_i1	YOL090W	homology_hit_with_go
TRINITY_DN8441_c0_g1_i1	TRINITY_DN8441_c0_g1_i1.p1	TRINITY_DN8441_c0_g1_i1	YHR108W	homology_hit_with_go
TRINITY_DN8442_c0_g1_i1	TRINITY_DN8442_c0_g1_i1.p1	TRINITY_DN8442_c0_g1_i1	YOR034C	homology_hit_with_go
TRINITY_DN8443_c0_g1_i1	TRINITY_DN8443_c0_g1_i1.p1	TRINITY_DN8443_c0_g1_i1	YMR015C	homology_hit_with_go
TRINITY_DN8444_c0_g1_i1	TRINITY_DN8444_c0_g1_i1.p1	TRINITY_DN8444_c0_g1_i1	YLR370C	homology_hit_with_go
TRINITY_DN8445_c0_g1_i1	TRINITY_DN8445_c0_g1_i1.p1	TRINITY_DN8445_c0_g1_i1	YGL096W	homology_hit_with_go
TRINITY_DN8446_c0_g1_i1	TRINITY_DN8446_c0_g1_i1.p1	TRINITY_DN8446_c0_g1_i1	YOR008C	homology_hit_with_go
TRINITY_DN8447_c0_g1_i1	TRINITY_DN8447_c0_g1_i1.p1	TRINITY_DN8447_c0_g1_i1	YLR454W	homology_hit_with_go
TRINITY_DN8448_c0_g1_i1	TRINITY_DN8448_c0_g1_i1.p1	TRINITY_DN8448_c0_g1_i1	YIL112W	homology_hit_with_go
TRINITY_DN8449_c0_g1_i1	TRINITY_DN8449_c0_g1_i1.p1	TRINITY_DN8449_c0_g1_i1	YGR122W	homology_hit_with_go
TRINITY_DN844_c0_g1_i1	TRINITY_DN844_c0_g1_i1.p1	TRINITY_DN844_c0_g1_i1	YOR080W	homology_hit_with_go
TRINITY_DN8450_c0_g1_i1	TRINITY_DN8450_c0_g1_i1.p1	TRINITY_DN8450_c0_g1_i1	YCR014C	homology_hit_with_go
TRINITY_DN8451_c0_g1_i1	TRINITY_DN8451_c0_g1_i1.p1	TRINITY_DN8451_c0_g1_i1	YHR078W	homology_hit_with_go
TRINITY_DN8452_c0_g1_i1	TRINITY_DN8452_c0_g1_i1.p1	TRINITY_DN8452_c0_g1_i1	YJR025C	homology_hit_with_go
TRINITY_DN8453_c0_g1_i1	TRINITY_DN8453_c0_g1_i1.p1	TRINITY_DN8453_c0_g1_i1	YPL131W	homology_hit_with_go
TRINITY_DN8455_c0_g1_i1	TRINITY_DN8455_c0_g1_i1.p1	TRINITY_DN8455_c0_g1_i1	YLR384C	homology_hit_with_go
TRINITY_DN8456_c0_g1_i1	TRINITY_DN8456_c0_g1_i1.p1	TRINITY_DN8456_c0_g1_i1	YOR267C	homology_hit_with_go
TRINITY_DN8457_c0_g1_i1	TRINITY_DN8457_c0_g1_i1.p1	TRINITY_DN8457_c0_g1_i1	YBL098W	homology_hit_with_go
TRINITY_DN8458_c0_g1_i1	TRINITY_DN8458_c0_g1_i1.p1	TRINITY_DN8458_c0_g1_i1	YGL122C	homology_hit_with_go
TRINITY_DN8459_c0_g1_i1	TRINITY_DN8459_c0_g1_i1.p1	TRINITY_DN8459_c0_g1_i1	YGL126W	homology_hit_with_go
TRINITY_DN845_c0_g1_i1	TRINITY_DN845_c0_g1_i1.p1	TRINITY_DN845_c0_g1_i1	YDR425W	homology_hit_with_go
TRINITY_DN8460_c0_g1_i1	TRINITY_DN8460_c0_g1_i1.p1	TRINITY_DN8460_c0_g1_i1	YDR499W	homology_hit_with_go
TRINITY_DN8461_c0_g1_i1	TRINITY_DN8461_c0_g1_i1.p1	TRINITY_DN8461_c0_g1_i1	YMR086W	homology_hit_with_go
TRINITY_DN8462_c0_g1_i1	TRINITY_DN8462_c0_g1_i1.p1	TRINITY_DN8462_c0_g1_i1	YLR429W	homology_hit_with_go
TRINITY_DN8463_c0_g1_i1	TRINITY_DN8463_c0_g1_i1.p1	TRINITY_DN8463_c0_g1_i1	YLR425W	homology_hit_with_go
TRINITY_DN8464_c0_g1_i1	TRINITY_DN8464_c0_g1_i1.p1	TRINITY_DN8464_c0_g1_i1	YOR035C	homology_hit_with_go
TRINITY_DN8465_c0_g1_i1	TRINITY_DN8465_c0_g1_i1.p1	TRINITY_DN8465_c0_g1_i1	YMR155W	homology_hit_with_go
TRINITY_DN8466_c0_g1_i1	TRINITY_DN8466_c0_g1_i1.p1	TRINITY_DN8466_c0_g1_i1	YBL005W	homology_hit_with_go
TRINITY_DN8467_c0_g1_i1	TRINITY_DN8467_c0_g1_i1.p1	TRINITY_DN8467_c0_g1_i1	YLR142W	homology_hit_with_go
TRINITY_DN8468_c0_g1_i1	TRINITY_DN8468_c0_g1_i1.p1	TRINITY_DN8468_c0_g1_i1	YDR314C	homology_hit_with_go
TRINITY_DN8469_c0_g1_i1	TRINITY_DN8469_c0_g1_i1.p1	TRINITY_DN8469_c0_g1_i1	YBL047C	homology_hit_with_go
TRINITY_DN846_c0_g1_i1	TRINITY_DN846_c0_g1_i1.p1	TRINITY_DN846_c0_g1_i1	YMR093W	homology_hit_with_go
TRINITY_DN8470_c0_g1_i1	TRINITY_DN8470_c0_g1_i1.p1	TRINITY_DN8470_c0_g1_i1	YNR055C	homology_hit_with_go
TRINITY_DN8471_c0_g1_i1	TRINITY_DN8471_c0_g1_i1.p1	TRINITY_DN8471_c0_g1_i1	YNL091W	homology_hit_with_go
TRINITY_DN8472_c0_g1_i1	TRINITY_DN8472_c0_g1_i1.p1	TRINITY_DN8472_c0_g1_i1		no_hit
TRINITY_DN8473_c0_g1_i1	TRINITY_DN8473_c0_g1_i1.p1	TRINITY_DN8473_c0_g1_i1	YHR072W	homology_hit_with_go
TRINITY_DN8474_c0_g1_i1	TRINITY_DN8474_c0_g1_i1.p1	TRINITY_DN8474_c0_g1_i1	YNR048W	homology_hit_with_go
TRINITY_DN8475_c0_g1_i1	TRINITY_DN8475_c0_g1_i1.p1	TRINITY_DN8475_c0_g1_i1	YML081C-A	homology_hit_with_go
TRINITY_DN8476_c0_g1_i1	TRINITY_DN8476_c0_g1_i1.p1	TRINITY_DN8476_c0_g1_i1	YGR132C	homology_hit_with_go
TRINITY_DN8477_c0_g1_i1	TRINITY_DN8477_c0_g1_i1.p1	TRINITY_DN8477_c0_g1_i1	YPL221W	homology_hit_with_go
TRINITY_DN8479_c0_g1_i1	TRINITY_DN8479_c0_g1_i1.p1	TRINITY_DN8479_c0_g1_i1	YKR017C	homology_hit_with_go
TRINITY_DN847_c0_g1_i1	TRINITY_DN847_c0_g1_i1.p1	TRINITY_DN847_c0_g1_i1	YKL112W	homology_hit_with_go
TRINITY_DN8480_c0_g1_i1	TRINITY_DN8480_c0_g1_i1.p1	TRINITY_DN8480_c0_g1_i1	YER142C	homology_hit_with_go
TRINITY_DN8481_c0_g1_i1	TRINITY_DN8481_c0_g1_i1.p1	TRINITY_DN8481_c0_g1_i1	YHL008C	homology_hit_with_go
TRINITY_DN8482_c0_g1_i1	TRINITY_DN8482_c0_g1_i1.p1	TRINITY_DN8482_c0_g1_i1	YJL010C	homology_hit_with_go
TRINITY_DN8483_c0_g1_i1	TRINITY_DN8483_c0_g1_i1.p1	TRINITY_DN8483_c0_g1_i1	YIL070C	homology_hit_with_go
TRINITY_DN8484_c0_g1_i1	TRINITY_DN8484_c0_g1_i1.p2	TRINITY_DN8484_c0_g1_i1	YNR009W	homology_hit_with_go
TRINITY_DN8485_c0_g1_i1	TRINITY_DN8485_c0_g1_i1.p1	TRINITY_DN8485_c0_g1_i1	YDR465C	homology_hit_with_go
TRINITY_DN8486_c0_g1_i1	TRINITY_DN8486_c0_g1_i1.p1	TRINITY_DN8486_c0_g1_i1	YOR034C	homology_hit_with_go
TRINITY_DN8487_c0_g1_i1	TRINITY_DN8487_c0_g1_i1.p1	TRINITY_DN8487_c0_g1_i1	YOR048C	homology_hit_with_go
TRINITY_DN8488_c0_g1_i1	TRINITY_DN8488_c0_g1_i1.p1	TRINITY_DN8488_c0_g1_i1	YER069W	homology_hit_with_go
TRINITY_DN8489_c0_g1_i1	TRINITY_DN8489_c0_g1_i1.p1	TRINITY_DN8489_c0_g1_i1	YJR036C	homology_hit_with_go
TRINITY_DN848_c0_g1_i1	TRINITY_DN848_c0_g1_i1.p1	TRINITY_DN848_c0_g1_i1	YDR461C-A	homology_hit_with_go
TRINITY_DN8490_c0_g1_i1	TRINITY_DN8490_c0_g1_i1.p1	TRINITY_DN8490_c0_g1_i1	YLR371W	homology_hit_with_go
TRINITY_DN8491_c0_g1_i1	TRINITY_DN8491_c0_g1_i1.p1	TRINITY_DN8491_c0_g1_i1	YDL057W	homology_hit_with_go
TRINITY_DN8492_c0_g1_i1	TRINITY_DN8492_c0_g1_i1.p1	TRINITY_DN8492_c0_g1_i1	YHL042W	homology_hit_with_go
TRINITY_DN8493_c0_g1_i1	TRINITY_DN8493_c0_g1_i1.p1	TRINITY_DN8493_c0_g1_i1	YOR228C	homology_hit_with_go
TRINITY_DN8495_c0_g1_i1	TRINITY_DN8495_c0_g1_i1.p1	TRINITY_DN8495_c0_g1_i1	YLR321C	homology_hit_with_go
TRINITY_DN8496_c0_g1_i1	TRINITY_DN8496_c0_g1_i1.p1	TRINITY_DN8496_c0_g1_i1	YMR284W	homology_hit_with_go
TRINITY_DN8497_c0_g1_i1	TRINITY_DN8497_c0_g1_i1.p1	TRINITY_DN8497_c0_g1_i1	YDL063C	homology_hit_with_go
TRINITY_DN8498_c0_g1_i1	TRINITY_DN8498_c0_g1_i1.p1	TRINITY_DN8498_c0_g1_i1	YLR107W	homology_hit_with_go
TRINITY_DN8499_c0_g1_i1	TRINITY_DN8499_c0_g1_i1.p1	TRINITY_DN8499_c0_g1_i1	YDR034C	homology_hit_with_go
TRINITY_DN849_c0_g1_i1	TRINITY_DN849_c0_g1_i1.p1	TRINITY_DN849_c0_g1_i1	YFL014W	homology_hit_with_go
TRINITY_DN84_c0_g1_i1	TRINITY_DN84_c0_g1_i1.p1	TRINITY_DN84_c0_g1_i1	YOL086C	homology_hit_with_go
TRINITY_DN8500_c0_g1_i1	TRINITY_DN8500_c0_g1_i1.p2	TRINITY_DN8500_c0_g1_i1	YKL132C	homology_hit_with_go
TRINITY_DN8501_c0_g1_i1	TRINITY_DN8501_c0_g1_i1.p1	TRINITY_DN8501_c0_g1_i1	YOR369C	homology_hit_with_go
TRINITY_DN8502_c0_g1_i1	TRINITY_DN8502_c0_g1_i1.p1	TRINITY_DN8502_c0_g1_i1	YML010W	homology_hit_with_go
TRINITY_DN8503_c0_g1_i1	TRINITY_DN8503_c0_g1_i1.p1	TRINITY_DN8503_c0_g1_i1	YMR227C	homology_hit_with_go
TRINITY_DN8504_c0_g1_i1	TRINITY_DN8504_c0_g1_i1.p1	TRINITY_DN8504_c0_g1_i1	YPR079W	homology_hit_with_go
TRINITY_DN8505_c0_g1_i1	TRINITY_DN8505_c0_g1_i1.p1	TRINITY_DN8505_c0_g1_i1	YOR298W	homology_hit_with_go
TRINITY_DN8506_c0_g1_i1	TRINITY_DN8506_c0_g1_i1.p1	TRINITY_DN8506_c0_g1_i1	YFR033C	homology_hit_with_go
TRINITY_DN8507_c0_g1_i1	TRINITY_DN8507_c0_g1_i1.p1	TRINITY_DN8507_c0_g1_i1	YOR304W	homology_hit_with_go
TRINITY_DN8508_c0_g1_i1	TRINITY_DN8508_c0_g1_i1.p1	TRINITY_DN8508_c0_g1_i1	YLR292C	homology_hit_with_go
TRINITY_DN850_c0_g1_i1	TRINITY_DN850_c0_g1_i1.p1	TRINITY_DN850_c0_g1_i1	YCL027W	homology_hit_with_go
TRINITY_DN8510_c0_g1_i1	TRINITY_DN8510_c0_g1_i1.p1	TRINITY_DN8510_c0_g1_i1	YPL083C	homology_hit_with_go
TRINITY_DN8511_c0_g1_i1	TRINITY_DN8511_c0_g1_i1.p1	TRINITY_DN8511_c0_g1_i1	YPL104W	homology_hit_with_go
TRINITY_DN8512_c0_g1_i1	TRINITY_DN8512_c0_g1_i1.p1	TRINITY_DN8512_c0_g1_i1		no_hit
TRINITY_DN8513_c0_g1_i1	TRINITY_DN8513_c0_g1_i1.p1	TRINITY_DN8513_c0_g1_i1	YDL078C	homology_hit_with_go
TRINITY_DN8514_c0_g1_i1	TRINITY_DN8514_c0_g1_i1.p1	TRINITY_DN8514_c0_g1_i1	YBL020W	homology_hit_with_go
TRINITY_DN8515_c0_g1_i1	TRINITY_DN8515_c0_g1_i1.p1	TRINITY_DN8515_c0_g1_i1	YGL078C	homology_hit_with_go
TRINITY_DN8516_c0_g1_i1	TRINITY_DN8516_c0_g1_i1.p1	TRINITY_DN8516_c0_g1_i1	YCL014W	homology_hit_with_go
TRINITY_DN8517_c0_g1_i1	TRINITY_DN8517_c0_g1_i1.p1	TRINITY_DN8517_c0_g1_i1	YDR420W	homology_hit_with_go
TRINITY_DN8518_c0_g1_i1	TRINITY_DN8518_c0_g1_i1.p1	TRINITY_DN8518_c0_g1_i1	YGL119W	homology_hit_with_go
TRINITY_DN8519_c0_g1_i1	TRINITY_DN8519_c0_g1_i1.p1	TRINITY_DN8519_c0_g1_i1	YPL122C	homology_hit_with_go
TRINITY_DN851_c0_g1_i1	TRINITY_DN851_c0_g1_i1.p1	TRINITY_DN851_c0_g1_i1	YPL098C	homology_hit_with_go
TRINITY_DN8520_c0_g1_i1	TRINITY_DN8520_c0_g1_i1.p1	TRINITY_DN8520_c0_g1_i1	YDL144C	homology_hit_with_go
TRINITY_DN8521_c0_g1_i1	TRINITY_DN8521_c0_g1_i1.p1	TRINITY_DN8521_c0_g1_i1	YDR082W	homology_hit_with_go
TRINITY_DN8522_c0_g1_i1	TRINITY_DN8522_c0_g1_i1.p1	TRINITY_DN8522_c0_g1_i1	YLR227C	homology_hit_with_go
TRINITY_DN8523_c0_g1_i1	TRINITY_DN8523_c0_g1_i1.p1	TRINITY_DN8523_c0_g1_i1	YJR130C	homology_hit_with_go
TRINITY_DN8525_c0_g1_i1	TRINITY_DN8525_c0_g1_i1.p1	TRINITY_DN8525_c0_g1_i1	YHL010C	homology_hit_with_go
TRINITY_DN8526_c0_g1_i1	TRINITY_DN8526_c0_g1_i1.p1	TRINITY_DN8526_c0_g1_i1	YBR136W	homology_hit_with_go
TRINITY_DN8527_c0_g1_i1	TRINITY_DN8527_c0_g1_i1.p2	TRINITY_DN8527_c0_g1_i1		no_hit
TRINITY_DN8529_c0_g1_i1	TRINITY_DN8529_c0_g1_i1.p1	TRINITY_DN8529_c0_g1_i1	YDR364C	homology_hit_with_go
TRINITY_DN852_c0_g1_i1	TRINITY_DN852_c0_g1_i1.p1	TRINITY_DN852_c0_g1_i1	YOL143C	homology_hit_with_go
TRINITY_DN8530_c0_g1_i1	TRINITY_DN8530_c0_g1_i1.p1	TRINITY_DN8530_c0_g1_i1	YOR267C	homology_hit_with_go
TRINITY_DN8531_c0_g1_i1	TRINITY_DN8531_c0_g1_i1.p1	TRINITY_DN8531_c0_g1_i1	YKL132C	homology_hit_with_go
TRINITY_DN8532_c0_g1_i1	TRINITY_DN8532_c0_g1_i1.p1	TRINITY_DN8532_c0_g1_i1	YML109W	homology_hit_with_go
TRINITY_DN8533_c0_g1_i1	TRINITY_DN8533_c0_g1_i1.p1	TRINITY_DN8533_c0_g1_i1	YMR189W	homology_hit_with_go
TRINITY_DN8534_c0_g1_i1	TRINITY_DN8534_c0_g1_i1.p1	TRINITY_DN8534_c0_g1_i1	YKR097W	homology_hit_with_go
TRINITY_DN8536_c0_g1_i1	TRINITY_DN8536_c0_g1_i1.p1	TRINITY_DN8536_c0_g1_i1	YGR047C	homology_hit_with_go
TRINITY_DN8537_c0_g1_i1	TRINITY_DN8537_c0_g1_i1.p1	TRINITY_DN8537_c0_g1_i1	YKL065C	homology_hit_with_go
TRINITY_DN8538_c0_g1_i1	TRINITY_DN8538_c0_g1_i1.p1	TRINITY_DN8538_c0_g1_i1	YAL047C	homology_hit_with_go
TRINITY_DN8539_c0_g1_i1	TRINITY_DN8539_c0_g1_i1.p1	TRINITY_DN8539_c0_g1_i1	YDL031W	homology_hit_with_go
TRINITY_DN8540_c0_g1_i1	TRINITY_DN8540_c0_g1_i1.p1	TRINITY_DN8540_c0_g1_i1	YDR326C	homology_hit_with_go
TRINITY_DN8542_c0_g1_i1	TRINITY_DN8542_c0_g1_i1.p1	TRINITY_DN8542_c0_g1_i1	YPL270W	homology_hit_with_go
TRINITY_DN8543_c0_g1_i1	TRINITY_DN8543_c0_g1_i1.p1	TRINITY_DN8543_c0_g1_i1	YBR233W	homology_hit_with_go
TRINITY_DN8545_c0_g1_i1	TRINITY_DN8545_c0_g1_i1.p1	TRINITY_DN8545_c0_g1_i1	YBR208C	homology_hit_with_go
TRINITY_DN8546_c0_g1_i1	TRINITY_DN8546_c0_g1_i1.p1	TRINITY_DN8546_c0_g1_i1	YNR030W	homology_hit_with_go
TRINITY_DN8547_c0_g1_i1	TRINITY_DN8547_c0_g1_i1.p1	TRINITY_DN8547_c0_g1_i1	YJR061W	homology_hit_with_go
TRINITY_DN8548_c0_g1_i1	TRINITY_DN8548_c0_g1_i1.p1	TRINITY_DN8548_c0_g1_i1	YHR103W	homology_hit_with_go
TRINITY_DN854_c0_g1_i1	TRINITY_DN854_c0_g1_i1.p1	TRINITY_DN854_c0_g1_i1	YDR207C	homology_hit_with_go
TRINITY_DN8550_c0_g1_i1	TRINITY_DN8550_c0_g1_i1.p1	TRINITY_DN8550_c0_g1_i1	YPL144W	homology_hit_with_go
TRINITY_DN8551_c0_g1_i1	TRINITY_DN8551_c0_g1_i1.p1	TRINITY_DN8551_c0_g1_i1	YOR352W	homology_hit_with_go
TRINITY_DN8552_c0_g1_i1	TRINITY_DN8552_c0_g1_i1.p1	TRINITY_DN8552_c0_g1_i1	YPR097W	homology_hit_with_go
TRINITY_DN8553_c0_g1_i1	TRINITY_DN8553_c0_g1_i1.p1	TRINITY_DN8553_c0_g1_i1	YBR030W	homology_hit_with_go
TRINITY_DN8554_c0_g1_i1	TRINITY_DN8554_c0_g1_i1.p1	TRINITY_DN8554_c0_g1_i1	YLR393W	homology_hit_with_go
TRINITY_DN8555_c0_g1_i1	TRINITY_DN8555_c0_g1_i1.p1	TRINITY_DN8555_c0_g1_i1	YNL172W	homology_hit_with_go
TRINITY_DN8556_c0_g1_i1	TRINITY_DN8556_c0_g1_i1.p1	TRINITY_DN8556_c0_g1_i1	YDR524C	homology_hit_with_go
TRINITY_DN8557_c0_g1_i1	TRINITY_DN8557_c0_g1_i1.p1	TRINITY_DN8557_c0_g1_i1	YJL005W	homology_hit_with_go
TRINITY_DN8558_c0_g1_i1	TRINITY_DN8558_c0_g1_i1.p1	TRINITY_DN8558_c0_g1_i1	YOR341W	homology_hit_with_go
TRINITY_DN8559_c0_g1_i1	TRINITY_DN8559_c0_g1_i1.p1	TRINITY_DN8559_c0_g1_i1	YMR293C	homology_hit_with_go
TRINITY_DN855_c0_g1_i1	TRINITY_DN855_c0_g1_i1.p1	TRINITY_DN855_c0_g1_i1	YAL002W	homology_hit_with_go
TRINITY_DN8560_c0_g1_i1	TRINITY_DN8560_c0_g1_i1.p1	TRINITY_DN8560_c0_g1_i1	YER111C	homology_hit_with_go
TRINITY_DN8561_c0_g1_i1	TRINITY_DN8561_c0_g1_i1.p1	TRINITY_DN8561_c0_g1_i1	YKR079C	homology_hit_with_go
TRINITY_DN8562_c0_g1_i1	TRINITY_DN8562_c0_g1_i1.p1	TRINITY_DN8562_c0_g1_i1	YBR017C	homology_hit_with_go
TRINITY_DN8563_c0_g1_i1	TRINITY_DN8563_c0_g1_i1.p1	TRINITY_DN8563_c0_g1_i1	YGL115W	homology_hit_with_go
TRINITY_DN8564_c0_g1_i1	TRINITY_DN8564_c0_g1_i1.p1	TRINITY_DN8564_c0_g1_i1	YBR097W	homology_hit_with_go
TRINITY_DN8565_c0_g1_i1	TRINITY_DN8565_c0_g1_i1.p1	TRINITY_DN8565_c0_g1_i1	YER172C	homology_hit_with_go
TRINITY_DN8566_c0_g1_i1	TRINITY_DN8566_c0_g1_i1.p1	TRINITY_DN8566_c0_g1_i1	YJL110C	homology_hit_with_go
TRINITY_DN8567_c0_g1_i1	TRINITY_DN8567_c0_g1_i1.p1	TRINITY_DN8567_c0_g1_i1	YJR070C	homology_hit_with_go
TRINITY_DN8568_c0_g1_i1	TRINITY_DN8568_c0_g1_i1.p1	TRINITY_DN8568_c0_g1_i1	YER039C	homology_hit_with_go
TRINITY_DN8569_c0_g1_i1	TRINITY_DN8569_c0_g1_i1.p1	TRINITY_DN8569_c0_g1_i1	YHR079C	homology_hit_with_go
TRINITY_DN856_c0_g1_i1	TRINITY_DN856_c0_g1_i1.p1	TRINITY_DN856_c0_g1_i1	YJL049W	homology_hit_with_go
TRINITY_DN8570_c0_g1_i1	TRINITY_DN8570_c0_g1_i1.p1	TRINITY_DN8570_c0_g1_i1	YIL003W	homology_hit_with_go
TRINITY_DN8571_c0_g1_i1	TRINITY_DN8571_c0_g1_i1.p1	TRINITY_DN8571_c0_g1_i1	YBR008C	homology_hit_with_go
TRINITY_DN8572_c0_g1_i1	TRINITY_DN8572_c0_g1_i1.p1	TRINITY_DN8572_c0_g1_i1	YDR486C	homology_hit_with_go
TRINITY_DN8573_c0_g1_i1	TRINITY_DN8573_c0_g1_i1.p1	TRINITY_DN8573_c0_g1_i1	YDR107C	homology_hit_with_go
TRINITY_DN8574_c0_g1_i1	TRINITY_DN8574_c0_g1_i1.p1	TRINITY_DN8574_c0_g1_i1	YML049C	homology_hit_with_go
TRINITY_DN8575_c0_g1_i1	TRINITY_DN8575_c0_g1_i1.p1	TRINITY_DN8575_c0_g1_i1	YLR389C	homology_hit_with_go
TRINITY_DN8576_c0_g1_i1	TRINITY_DN8576_c0_g1_i1.p1	TRINITY_DN8576_c0_g1_i1	YBL045C	homology_hit_with_go
TRINITY_DN8577_c0_g1_i1	TRINITY_DN8577_c0_g1_i1.p1	TRINITY_DN8577_c0_g1_i1	YBL004W	homology_hit_with_go
TRINITY_DN8578_c0_g1_i1	TRINITY_DN8578_c0_g1_i1.p1	TRINITY_DN8578_c0_g1_i1	YJL033W	homology_hit_with_go
TRINITY_DN8579_c0_g1_i1	TRINITY_DN8579_c0_g1_i1.p1	TRINITY_DN8579_c0_g1_i1	YJL125C	homology_hit_with_go
TRINITY_DN857_c0_g1_i1	TRINITY_DN857_c0_g1_i1.p1	TRINITY_DN857_c0_g1_i1	YJL050W	homology_hit_with_go
TRINITY_DN8580_c0_g1_i1	TRINITY_DN8580_c0_g1_i1.p1	TRINITY_DN8580_c0_g1_i1	YLR004C	homology_hit_with_go
TRINITY_DN8581_c0_g1_i1	TRINITY_DN8581_c0_g1_i1.p1	TRINITY_DN8581_c0_g1_i1	YDR422C	homology_hit_with_go
TRINITY_DN8584_c0_g1_i1	TRINITY_DN8584_c0_g1_i1.p1	TRINITY_DN8584_c0_g1_i1	YHR099W	homology_hit_with_go
TRINITY_DN8585_c0_g1_i1	TRINITY_DN8585_c0_g1_i1.p1	TRINITY_DN8585_c0_g1_i1	YEL020C	homology_hit_with_go
TRINITY_DN8586_c0_g1_i1	TRINITY_DN8586_c0_g1_i1.p1	TRINITY_DN8586_c0_g1_i1	YKR095W	homology_hit_with_go
TRINITY_DN8587_c0_g1_i1	TRINITY_DN8587_c0_g1_i1.p1	TRINITY_DN8587_c0_g1_i1	YMR247C	homology_hit_with_go
TRINITY_DN8588_c0_g1_i1	TRINITY_DN8588_c0_g1_i1.p1	TRINITY_DN8588_c0_g1_i1	YJR043C	homology_hit_with_go
TRINITY_DN8589_c0_g1_i1	TRINITY_DN8589_c0_g1_i1.p1	TRINITY_DN8589_c0_g1_i1	YMR267W	homology_hit_with_go
TRINITY_DN858_c0_g1_i1	TRINITY_DN858_c0_g1_i1.p1	TRINITY_DN858_c0_g1_i1	YHL010C	homology_hit_with_go
TRINITY_DN8591_c0_g1_i1	TRINITY_DN8591_c0_g1_i1.p1	TRINITY_DN8591_c0_g1_i1	YLL040C	homology_hit_with_go
TRINITY_DN8592_c0_g1_i1	TRINITY_DN8592_c0_g1_i1.p1	TRINITY_DN8592_c0_g1_i1	YPL243W	homology_hit_with_go
